OBJECTID,STATEFP20,COUNTYFP20,TRACTCE20,TRACT GEO ID,NAME20,NAMELSAD20,MTFCC20,FUNCSTAT20,ALAND20,AWATER20,INTPTLAT20,INTPTLON20,Shape_Leng,Tract Label,Shape__Area,Shape__Length
332,53,033,028901,53033028901,289.01,Census Tract,G5020,S,2295692,415797,+47.4026302,-122.3203514,27909.2533831,Tract 028901,29187237.8656006,27909.2533830721
333,53,033,028902,53033028902,289.02,Census Tract,G5020,S,2065170,0,+47.3993990,-122.3017520,24179.1094377,Tract 028902,22230167.0756226,24179.1094376984
334,53,033,029001,53033029001,290.01,Census Tract,G5020,S,2565840,1021619,+47.3840072,-122.3220797,27185.3909698,Tract 029001,38616761.074295,27185.390969816
335,53,033,029003,53033029003,290.03,Census Tract,G5020,S,2568431,0,+47.3825199,-122.3057587,32322.1270466,Tract 029003,27647609.0920715,32322.1270466244
336,53,033,029004,53033029004,290.04,Census Tract,G5020,S,1827762,0,+47.3798558,-122.2968868,30601.2609721,Tract 029004,19674748.9054871,30601.2609721392
337,53,033,029101,53033029101,291.01,Census Tract,G5020,S,3368999,166228,+47.3978567,-122.2786386,38712.9111211,Tract 029101,38054324.7346802,38712.9111211145
338,53,033,029102,53033029102,291.02,Census Tract,G5020,S,2567137,0,+47.3798860,-122.2841327,24992.3483217,Tract 029102,27633705.604538,24992.3483217257
339,53,033,029203,53033029203,292.03,Census Tract,G5020,S,2009030,0,+47.3862784,-122.2313781,28457.7789151,Tract 029203,21625944.339035,28457.7789151196
340,53,033,029205,53033029205,292.05,Census Tract,G5020,S,1868767,40687,+47.3878067,-122.2638518,28181.7650489,Tract 029205,20554041.7584076,28181.7650488866
341,53,033,029206,53033029206,292.06,Census Tract,G5020,S,17259980,232894,+47.4144378,-122.2433601,69283.5991855,Tract 029206,188297487.116669,69283.5991855318
342,53,033,029207,53033029207,292.07,Census Tract,G5020,S,2255652,1263,+47.4044643,-122.2110851,28910.057293,Tract 029207,24294029.3833466,28910.0572929615
343,53,033,029208,53033029208,292.08,Census Tract,G5020,S,1978624,423,+47.3929289,-122.2206867,21652.833508,Tract 029208,21303077.0835724,21652.8335079937
344,53,033,029304,53033029304,293.04,Census Tract,G5020,S,4162138,507,+47.4385923,-122.1691860,27020.6697518,Tract 029304,44807219.3419952,27020.6697518293
345,53,033,029305,53033029305,293.05,Census Tract,G5020,S,2897230,2246,+47.4219143,-122.2114434,22923.3236604,Tract 029305,31210555.5486755,22923.3236603646
346,53,033,029306,53033029306,293.06,Census Tract,G5020,S,2372866,182821,+47.4214221,-122.1801056,20992.1922891,Tract 029306,27509923.8228149,20992.1922890745
347,53,033,029307,53033029307,293.07,Census Tract,G5020,S,3830941,39589,+47.4218407,-122.1594823,26347.7503579,Tract 029307,41663188.4301758,26347.7503579628
348,53,033,029308,53033029308,293.08,Census Tract,G5020,S,1347848,0,+47.4377350,-122.1916538,16228.0863531,Tract 029308,14508402.8507538,16228.0863531484
349,53,033,029309,53033029309,293.09,Census Tract,G5020,S,2261673,0,+47.4363871,-122.2072334,21294.6163587,Tract 029309,24344962.8108826,21294.6163586514
350,53,033,029403,53033029403,294.03,Census Tract,G5020,S,2407379,385,+47.4094803,-122.2003764,20836.8589917,Tract 029403,25917796.3830872,20836.8589917067
351,53,033,029405,53033029405,294.05,Census Tract,G5020,S,2492138,0,+47.4089182,-122.1759183,21074.1763056,Tract 029405,26826012.9573822,21074.1763055396
352,53,033,029406,53033029406,294.06,Census Tract,G5020,S,2620731,89031,+47.3974254,-122.1786815,22017.9871851,Tract 029406,29168780.5976868,22017.9871850676
353,53,033,029407,53033029407,294.07,Census Tract,G5020,S,1334702,0,+47.3941343,-122.2018618,18167.6609365,Tract 029407,14367190.0031891,18167.6609365254
354,53,033,029408,53033029408,294.08,Census Tract,G5020,S,1263995,0,+47.3947994,-122.1917809,19416.389533,Tract 029408,13606070.5807648,19416.3895330344
355,53,033,029504,53033029504,295.04,Census Tract,G5020,S,1883417,0,+47.3797202,-122.1945496,18236.1929628,Tract 029504,20273849.6759796,18236.1929627459
356,53,033,029505,53033029505,295.05,Census Tract,G5020,S,1408180,0,+47.3803885,-122.2083785,15761.1793477,Tract 029505,15158179.8702393,15761.1793477031
357,53,033,029506,53033029506,295.06,Census Tract,G5020,S,953757,0,+47.3697588,-122.1987143,18618.2465309,Tract 029506,10266664.4147797,18618.2465308677
358,53,033,029507,53033029507,295.07,Census Tract,G5020,S,1749224,0,+47.3671453,-122.1743525,18847.5351443,Tract 029507,18829453.9279022,18847.5351443362
359,53,033,029508,53033029508,295.08,Census Tract,G5020,S,2562172,34833,+47.3851005,-122.1787790,21149.9970777,Tract 029508,27955187.2449799,21149.9970776843
360,53,033,029602,53033029602,296.02,Census Tract,G5020,S,6665522,47921,+47.3382029,-122.1880797,41181.4697903,Tract 029602,72267467.7288055,41181.4697902748
361,53,033,029603,53033029603,296.03,Census Tract,G5020,S,1543490,5693,+47.3615608,-122.1880658,18577.8753973,Tract 029603,16676118.2911682,18577.8753972688
362,53,033,029604,53033029604,296.04,Census Tract,G5020,S,2407546,64463,+47.3535767,-122.1823359,26578.8186523,Tract 029604,26609991.3627472,26578.8186523227
363,53,033,029701,53033029701,297.01,Census Tract,G5020,S,3422205,19062,+47.3748371,-122.2271478,38255.3349327,Tract 029701,37043247.7223206,38255.3349327517
364,53,033,029702,53033029702,297.02,Census Tract,G5020,S,7757183,215197,+47.3588998,-122.2224780,59496.8899504,Tract 029702,85818646.6996002,59496.8899504502
365,53,033,029803,53033029803,298.03,Census Tract,G5020,S,5399602,152809,+47.3647476,-122.2637248,38127.7704519,Tract 029803,59768629.5845184,38127.7704518977
366,53,033,029804,53033029804,298.04,Census Tract,G5020,S,2506782,0,+47.3614589,-122.2825109,27375.9400476,Tract 029804,26984211.6091919,27375.9400476076
367,53,033,029805,53033029805,298.05,Census Tract,G5020,S,3167566,2878,+47.3399246,-122.2716387,31104.2941345,Tract 029805,34128604.5444641,31104.2941344926
368,53,033,029806,53033029806,298.06,Census Tract,G5020,S,3690363,170101,+47.3499788,-122.2771826,34281.0143091,Tract 029806,41556093.4670258,34281.0143090752
369,53,033,029901,53033029901,299.01,Census Tract,G5020,S,3958812,107134,+47.3240587,-122.2823360,27048.5816061,Tract 029901,43768612.0077972,27048.5816061164
370,53,033,029902,53033029902,299.02,Census Tract,G5020,S,6244310,0,+47.3205788,-122.2617029,40517.7479999,Tract 029902,67218073.1753998,40517.747999908
371,53,033,030003,53033030003,300.03,Census Tract,G5020,S,4604664,963078,+47.3588458,-122.3152313,42666.4381778,Tract 030003,59933986.6382294,42666.438177785
372,53,033,030005,53033030005,300.05,Census Tract,G5020,S,2163062,0,+47.3365978,-122.3028494,19395.763909,Tract 030005,23284503.8061371,19395.7639090604
373,53,033,030006,53033030006,300.06,Census Tract,G5020,S,1993786,164002,+47.3240403,-122.3041394,18976.2940646,Tract 030006,23227887.9289551,18976.2940646114
374,53,033,030007,53033030007,300.07,Census Tract,G5020,S,643528,0,+47.3531290,-122.3075675,11725.2211208,Tract 030007,6927302.41291809,11725.2211208064
375,53,033,030008,53033030008,300.08,Census Tract,G5020,S,1407520,0,+47.3487317,-122.3015522,20378.3633205,Tract 030008,15151281.2042999,20378.3633204985
376,53,033,030101,53033030101,301.01,Census Tract,G5020,S,3316611,1920873,+47.3332218,-122.3577607,42822.7110582,Tract 030101,56379543.0350952,42822.7110581643
377,53,033,030102,53033030102,301.02,Census Tract,G5020,S,2586301,0,+47.3381770,-122.3285768,27507.5083638,Tract 030102,27840496.7817383,27507.5083637875
378,53,033,030201,53033030201,302.01,Census Tract,G5020,S,2807515,64020,+47.3206958,-122.3487088,22818.0639886,Tract 030201,30911154.0488892,22818.0639885613
379,53,033,030203,53033030203,302.03,Census Tract,G5020,S,1488981,0,+47.3194456,-122.3249090,18328.7928849,Tract 030203,16028413.0452423,18328.7928848265
380,53,033,030204,53033030204,302.04,Census Tract,G5020,S,1789757,0,+47.3284826,-122.3216107,20503.1279579,Tract 030204,19266115.7046204,20503.1279578524
381,53,033,030304,53033030304,303.04,Census Tract,G5020,S,7535865,0,+47.2766850,-122.3301341,43668.5110446,Tract 030304,81123127.4953995,43668.5110446163
382,53,033,030305,53033030305,303.05,Census Tract,G5020,S,3819389,999771,+47.3189904,-122.3888642,33996.6972346,Tract 030305,51876776.0328827,33996.6972346253
383,53,033,030306,53033030306,303.06,Census Tract,G5020,S,3705307,630354,+47.3130408,-122.3996459,39006.6368442,Tract 030306,46672276.8478241,39006.6368442365
384,53,033,030308,53033030308,303.08,Census Tract,G5020,S,2154063,0,+47.3083168,-122.3520249,20264.8243525,Tract 030308,23187977.7582855,20264.8243525457
385,53,033,030309,53033030309,303.09,Census Tract,G5020,S,2194432,27034,+47.3034962,-122.3373003,25113.7479104,Tract 030309,23913612.0948029,25113.7479103845
386,53,033,030310,53033030310,303.10,Census Tract,G5020,S,3205496,0,+47.2901057,-122.3495936,24509.3430163,Tract 030310,34506642.0287704,24509.3430163014
387,53,033,030311,53033030311,303.11,Census Tract,G5020,S,1900457,3993,+47.3078811,-122.3685730,21015.1672399,Tract 030311,20500931.022049,21015.1672398494
388,53,033,030312,53033030312,303.12,Census Tract,G5020,S,1853047,0,+47.2932142,-122.3682021,21364.405044,Tract 030312,19947781.2978668,21364.4050440545
389,53,033,030313,53033030313,303.13,Census Tract,G5020,S,4061855,0,+47.3002007,-122.3138424,34015.7883054,Tract 030313,43725073.1424103,34015.7883054367
390,53,033,030314,53033030314,303.14,Census Tract,G5020,S,2492084,0,+47.3080966,-122.3237353,20427.8637454,Tract 030314,26826675.7747192,20427.8637453629
391,53,033,030403,53033030403,304.03,Census Tract,G5020,S,3758274,6562,+47.2677487,-122.3092311,31509.5569863,Tract 030403,40528425.6730728,31509.5569862718
392,53,033,030404,53033030404,304.04,Census Tract,G5020,S,5998037,215746,+47.2674240,-122.2759315,39638.3482236,Tract 030404,66891251.8720551,39638.3482236043
393,53,033,030405,53033030405,304.05,Census Tract,G5020,S,4929005,87963,+47.2908056,-122.2702520,36671.9319057,Tract 030405,54006927.9669189,36671.9319056724
394,53,033,030406,53033030406,304.06,Census Tract,G5020,S,2680316,70290,+47.2857643,-122.2897663,28662.5641414,Tract 030406,29609962.3553925,28662.564141401
395,53,033,030407,53033030407,304.07,Census Tract,G5020,S,4497215,184183,+47.3109875,-122.2864180,32326.0635148,Tract 030407,50394208.2158051,32326.0635148327
396,53,033,030501,53033030501,305.01,Census Tract,G5020,S,11369294,43830,+47.3273852,-122.2353377,50618.3437179,Tract 030501,122858293.613068,50618.3437179102
397,53,033,030503,53033030503,305.03,Census Tract,G5020,S,3121911,64270,+47.3427791,-122.2131216,29471.9234221,Tract 030503,34297856.7819519,29471.9234221363
398,53,033,030504,53033030504,305.04,Census Tract,G5020,S,1524224,42762,+47.3211155,-122.2135048,18977.8763014,Tract 030504,16868118.3869019,18977.8763014498
399,53,033,030600,53033030600,306,Census Tract,G5020,S,3379427,77105,+47.3069144,-122.2074969,37719.4242655,Tract 030600,37208690.1382141,37719.4242655766
400,53,033,030700,53033030700,307,Census Tract,G5020,S,1553394,0,+47.2971234,-122.2215759,17513.4821889,Tract 030700,16721994.6476593,17513.4821889297
401,53,033,030801,53033030801,308.01,Census Tract,G5020,S,6956937,33590,+47.2882624,-122.2362214,52797.8754314,Tract 030801,75252145.8659744,52797.8754314014
402,53,033,030802,53033030802,308.02,Census Tract,G5020,S,1385571,0,+47.2861014,-122.2136873,18850.7711364,Tract 030802,14915483.0587845,18850.771136388
403,53,033,030901,53033030901,309.01,Census Tract,G5020,S,3121700,0,+47.2807128,-122.2531121,29902.8393415,Tract 030901,33604878.6876678,29902.8393415263
404,53,033,030902,53033030902,309.02,Census Tract,G5020,S,3905389,46988,+47.2657557,-122.2444934,32076.7400792,Tract 030902,42547301.9445877,32076.740079238
405,53,033,031000,53033031000,310,Census Tract,G5020,S,12462097,292603,+47.2689510,-122.1862092,55483.038421,Tract 031000,137304038.572342,55483.0384210371
406,53,033,031101,53033031101,311.01,Census Tract,G5020,S,4989541,64354,+47.2932886,-122.1877375,36695.9168772,Tract 031101,54404336.4825134,36695.9168771804
407,53,033,031102,53033031102,311.02,Census Tract,G5020,S,2316959,60932,+47.2834938,-122.1949103,30471.5215286,Tract 031102,25597739.9761887,30471.5215286153
408,53,033,031202,53033031202,312.02,Census Tract,G5020,S,66574091,1019606,+47.2520052,-122.0674874,153974.370314,Tract 031202,727652072.333603,153974.370313979
409,53,033,031204,53033031204,312.04,Census Tract,G5020,S,36877757,601520,+47.3063880,-122.1299110,100987.252108,Tract 031204,403456097.69194,100987.252108192
410,53,033,031206,53033031206,312.06,Census Tract,G5020,S,3633545,59492,+47.3135679,-122.1836163,37310.3897859,Tract 031206,39754557.6692505,37310.3897858777
411,53,033,031207,53033031207,312.07,Census Tract,G5020,S,3261583,3323,+47.3314691,-122.1622948,34270.2112915,Tract 031207,35145510.5641479,34270.2112915243
412,53,033,031208,53033031208,312.08,Census Tract,G5020,S,2618661,38070,+47.3222578,-122.1936851,32866.495189,Tract 031208,28598845.6917114,32866.4951889587
413,53,033,031301,53033031301,313.01,Census Tract,G5020,S,32978507,459434,+47.2046996,-122.0589541,102263.821438,Tract 031301,359973045.020798,102263.821437634
414,53,033,031302,53033031302,313.02,Census Tract,G5020,S,10837906,111632,+47.1859751,-122.0119002,54393.439809,Tract 031302,117877730.97699,54393.4398090213
415,53,033,031400,53033031400,314,Census Tract,G5020,S,6362544,1179,+47.2066360,-121.9889145,37048.755632,Tract 031400,68508260.4991837,37048.7556320311
416,53,033,031501,53033031501,315.01,Census Tract,G5020,S,161493800,2001827,+47.3203800,-121.8791431,289802.2846,Tract 031501,1759976984.8891,289802.284599562
417,53,033,031502,53033031502,315.02,Census Tract,G5020,S,1025836912,9158672,+47.2402889,-121.6344475,731681.852082,Tract 031502,11141904357.8853,731681.852081899
418,53,033,031601,53033031601,316.01,Census Tract,G5020,S,14669540,418506,+47.3317137,-122.0861127,60986.9518333,Tract 031601,162417461.702484,60986.9518332475
419,53,033,031603,53033031603,316.03,Census Tract,G5020,S,55964494,1522722,+47.3236554,-121.9918220,147464.801654,Tract 031603,618829618.088524,147464.801653566
420,53,033,031604,53033031604,316.04,Census Tract,G5020,S,4153703,3229,+47.3543713,-122.0323107,30006.6958392,Tract 031604,44747444.0306396,30006.695839208
421,53,033,031605,53033031605,316.05,Census Tract,G5020,S,15390911,1564307,+47.3232517,-122.0465811,67027.4153837,Tract 031605,182517709.055115,67027.4153836348
422,53,033,031704,53033031704,317.04,Census Tract,G5020,S,5719420,12142,+47.3485353,-122.1451841,36849.8326797,Tract 031704,61697611.0139618,36849.8326797481
423,53,033,031705,53033031705,317.05,Census Tract,G5020,S,5049492,4701,+47.3824059,-122.1154859,34388.5531986,Tract 031705,54405398.5831451,34388.5531985799
424,53,033,031707,53033031707,317.07,Census Tract,G5020,S,3703354,19146,+47.3804384,-122.1546595,27995.5249493,Tract 031707,40070499.931839,27995.5249493058
425,53,033,031708,53033031708,317.08,Census Tract,G5020,S,3437397,623236,+47.3646051,-122.1480260,28025.1232135,Tract 031708,43710595.8821869,28025.1232134672
426,53,033,031709,53033031709,317.09,Census Tract,G5020,S,2145617,17381,+47.3671678,-122.1216212,21269.0174638,Tract 031709,23283509.0627441,21269.0174638318
427,53,033,031710,53033031710,317.10,Census Tract,G5020,S,2038633,0,+47.3611079,-122.1118518,23741.652167,Tract 031710,21944852.4226227,23741.6521670077
428,53,033,031800,53033031800,318,Census Tract,G5020,S,24906521,3267355,+47.4085335,-122.1178188,78482.0511448,Tract 031800,303271030.662796,78482.0511447638
429,53,033,031904,53033031904,319.04,Census Tract,G5020,S,18890095,168049,+47.4681599,-122.0626090,71992.536844,Tract 031904,205142080.133362,71992.5368440008
430,53,033,031906,53033031906,319.06,Census Tract,G5020,S,10565748,589118,+47.4368923,-122.0929679,50950.7644316,Tract 031906,120072016.054672,50950.7644316352
431,53,033,031908,53033031908,319.08,Census Tract,G5020,S,1827093,0,+47.4471071,-122.1427639,21565.9145535,Tract 031908,19667012.1483612,21565.9145534601
432,53,033,031909,53033031909,319.09,Census Tract,G5020,S,1916061,0,+47.4378388,-122.1434771,27217.0162607,Tract 031909,20624711.6179504,27217.0162607134
433,53,033,031910,53033031910,319.10,Census Tract,G5020,S,3322022,0,+47.4583518,-122.1374379,29998.0645829,Tract 031910,35758379.9395447,29998.0645829113
434,53,033,031911,53033031911,319.11,Census Tract,G5020,S,2397112,0,+47.4464533,-122.1201591,23627.1583468,Tract 031911,25802739.1549988,23627.1583468316
435,53,033,031912,53033031912,319.12,Census Tract,G5020,S,7672904,0,+47.4879638,-122.1052429,53542.144667,Tract 031912,82590525.3465576,53542.1446670089
436,53,033,031913,53033031913,319.13,Census Tract,G5020,S,4071514,0,+47.4712497,-122.1214769,36672.8063667,Tract 031913,43825742.2396088,36672.8063667158
437,53,033,032002,53033032002,320.02,Census Tract,G5020,S,27565794,180822,+47.4207619,-122.0475285,93216.7766189,Tract 032002,298668691.832062,93216.7766188763
438,53,033,032003,53033032003,320.03,Census Tract,G5020,S,121672955,304929,+47.4409399,-121.9259862,199617.203399,Tract 032003,1312993680.90849,199617.203398542
439,53,033,032005,53033032005,320.05,Census Tract,G5020,S,6258304,123230,+47.3733054,-122.0848083,41672.7837695,Tract 032005,68693552.9197998,41672.7837695139
440,53,033,032006,53033032006,320.06,Census Tract,G5020,S,7614212,122944,+47.3499202,-122.0803474,45847.7538592,Tract 032006,83286987.682663,45847.7538592504
441,53,033,032007,53033032007,320.07,Census Tract,G5020,S,11642036,143682,+47.3911627,-122.0736583,68653.9433914,Tract 032007,126865406.032516,68653.9433913411
442,53,033,032008,53033032008,320.08,Census Tract,G5020,S,2292972,157783,+47.3645060,-122.0492466,24772.0082637,Tract 032008,26381057.0144348,24772.008263685
443,53,033,032010,53033032010,320.10,Census Tract,G5020,S,5282446,0,+47.3791911,-122.0247031,49033.9109882,Tract 032010,56862371.7388,49033.9109882035
444,53,033,032011,53033032011,320.11,Census Tract,G5020,S,3321208,280902,+47.3671108,-122.0301640,27701.5944823,Tract 032011,38774789.4985962,27701.5944823059
445,53,033,032102,53033032102,321.02,Census Tract,G5020,S,79709009,90596,+47.4851507,-121.9657839,131282.236272,Tract 032102,858954421.472595,131282.236271804
446,53,033,032103,53033032103,321.03,Census Tract,G5020,S,3987303,0,+47.5385933,-122.0479034,38239.7000618,Tract 032103,42918171.0441895,38239.7000617839
447,53,033,032104,53033032104,321.04,Census Tract,G5020,S,22279675,0,+47.5049542,-122.0533488,68335.1200086,Tract 032104,239814780.371185,68335.12000856
448,53,033,032207,53033032207,322.07,Census Tract,G5020,S,4627754,1325468,+47.5834873,-122.0602972,47159.0602744,Tract 032207,64077849.0775146,47159.0602743564
449,53,033,032211,53033032211,322.11,Census Tract,G5020,S,2975309,0,+47.5798212,-122.0193634,30696.9761144,Tract 032211,32024895.0420532,30696.9761144212
450,53,033,032213,53033032213,322.13,Census Tract,G5020,S,4042487,286842,+47.5852426,-121.9861175,32655.8053999,Tract 032213,46598808.7791443,32655.8053999285
451,53,033,032215,53033032215,322.15,Census Tract,G5020,S,15951833,10175,+47.6066963,-121.9869787,72028.5086688,Tract 032215,171806148.698975,72028.5086688511
452,53,033,032216,53033032216,322.16,Census Tract,G5020,S,4324748,0,+47.6036467,-122.0467685,30321.2126395,Tract 032216,46549296.2400208,30321.2126395384
453,53,033,032217,53033032217,322.17,Census Tract,G5020,S,5744875,5098073,+47.5968734,-122.0720001,55481.5667298,Tract 032217,116707956.041107,55481.5667298027
454,53,033,032218,53033032218,322.18,Census Tract,G5020,S,4381829,28938,+47.5713149,-122.0385650,42967.8631643,Tract 032218,47475688.879303,42967.8631643143
455,53,033,032219,53033032219,322.19,Census Tract,G5020,S,6523248,961466,+47.5558944,-122.0495856,47618.9460711,Tract 032219,80562696.2245331,47618.9460711166
456,53,033,032220,53033032220,322.20,Census Tract,G5020,S,6091125,0,+47.5468306,-122.0152219,35063.2767978,Tract 032220,65562834.273468,35063.2767978177
457,53,033,032221,53033032221,322.21,Census Tract,G5020,S,35573754,7767,+47.5496906,-121.9549377,95466.0730904,Tract 032221,382986376.049698,95466.0730903842
458,53,033,032222,53033032222,322.22,Census Tract,G5020,S,1281699,0,+47.5715386,-121.9981579,17767.1788819,Tract 032222,13795677.7083435,17767.1788819265
459,53,033,032223,53033032223,322.23,Census Tract,G5020,S,2090794,42596,+47.5645237,-122.0151668,22098.534514,Tract 032223,22963003.7324829,22098.534514015
460,53,033,032224,53033032224,322.24,Census Tract,G5020,S,3018668,0,+47.5948656,-122.0221409,23164.6038858,Tract 032224,32491452.7427673,23164.6038857972
461,53,033,032225,53033032225,322.25,Census Tract,G5020,S,3809641,44579,+47.6102663,-122.0264751,28255.453093,Tract 032225,41484685.9446716,28255.4530930206
462,53,033,032307,53033032307,323.07,Census Tract,G5020,S,11589621,234335,+47.7541282,-122.1018928,55734.8273682,Tract 032307,127261336.564453,55734.8273681484
463,53,033,032311,53033032311,323.11,Census Tract,G5020,S,23710057,92770,+47.7515039,-122.0387481,73151.9284576,Tract 032311,256190150.823853,73151.9284575916
464,53,033,032313,53033032313,323.13,Census Tract,G5020,S,13092583,415255,+47.6704667,-122.0889458,55456.5650771,Tract 032313,145388524.919647,55456.5650771117
465,53,033,032315,53033032315,323.15,Census Tract,G5020,S,44513525,1359055,+47.6642529,-121.9767890,120416.826451,Tract 032315,493739649.402008,120416.826451065
466,53,033,032316,53033032316,323.16,Census Tract,G5020,S,6235320,2556870,+47.6392224,-122.0712450,53692.7598034,Tract 032316,94633470.4632568,53692.7598033812
467,53,033,032317,53033032317,323.17,Census Tract,G5020,S,4393664,0,+47.6276165,-122.0479850,32195.1073436,Tract 032317,47290713.7940979,32195.1073435984
468,53,033,032318,53033032318,323.18,Census Tract,G5020,S,7326618,28260,+47.6372150,-122.0394458,47071.7154133,Tract 032318,79163258.3408203,47071.7154132713
469,53,033,032319,53033032319,323.19,Census Tract,G5020,S,6867974,0,+47.7595594,-122.1476069,48009.7912915,Tract 032319,73919955.4976501,48009.791291521
470,53,033,032320,53033032320,323.20,Census Tract,G5020,S,9661905,40422,+47.7564769,-122.1244452,55924.3544075,Tract 032320,104426247.913269,55924.3544075089
471,53,033,032321,53033032321,323.21,Census Tract,G5020,S,12781170,0,+47.7180124,-122.1262416,57289.1792625,Tract 032321,137565432.061829,57289.1792624227
472,53,033,032322,53033032322,323.22,Census Tract,G5020,S,4628580,0,+47.7262356,-122.0977000,31966.6566388,Tract 032322,49817882.0999756,31966.6566387649
473,53,033,032323,53033032323,323.23,Census Tract,G5020,S,3291835,0,+47.6986018,-122.1117667,26674.568503,Tract 032323,35430609.6491699,26674.5685030362
474,53,033,032324,53033032324,323.24,Census Tract,G5020,S,2048589,0,+47.6855267,-122.1199841,25346.8535136,Tract 032324,22049418.8211975,25346.853513533
475,53,033,032325,53033032325,323.25,Census Tract,G5020,S,2212937,0,+47.6864819,-122.1049565,26700.9516194,Tract 032325,23818338.6247253,26700.9516193599
476,53,033,032326,53033032326,323.26,Census Tract,G5020,S,10288287,0,+47.7242618,-122.0785815,61582.0108201,Tract 032326,110734207.105591,61582.0108200581
477,53,033,032327,53033032327,323.27,Census Tract,G5020,S,16167035,114301,+47.7094527,-122.0423942,68491.5158512,Tract 032327,175238435.751648,68491.5158512372
478,53,033,032328,53033032328,323.28,Census Tract,G5020,S,8504236,0,+47.6641638,-122.0461286,52365.248275,Tract 032328,91533480.952301,52365.2482749427
479,53,033,032330,53033032330,323.30,Census Tract,G5020,S,4649727,0,+47.6899362,-122.1381057,38284.3526445,Tract 032330,50045942.0990601,38284.3526444405
480,53,033,032331,53033032331,323.31,Census Tract,G5020,S,1440138,0,+47.6723963,-122.1210863,20812.8331022,Tract 032331,15500591.9941711,20812.8331022653
481,53,033,032332,53033032332,323.32,Census Tract,G5020,S,4774596,0,+47.6794897,-122.0383201,33894.3578804,Tract 032332,51390059.6345215,33894.3578803784
482,53,033,032333,53033032333,323.33,Census Tract,G5020,S,4878002,0,+47.6877305,-122.0213688,31818.0472402,Tract 032333,52502940.0024414,31818.0472402208
483,53,033,032401,53033032401,324.01,Census Tract,G5020,S,56328122,1081012,+47.7463169,-121.9478740,145555.551346,Tract 032401,617896843.702148,145555.551346197
484,53,033,032402,53033032402,324.02,Census Tract,G5020,S,25143316,628419,+47.7055790,-121.9488126,94106.6353736,Tract 032402,277385451.77417,94106.6353735957
485,53,033,032500,53033032500,325,Census Tract,G5020,S,213738466,3896831,+47.7019073,-121.8274607,318923.175793,Tract 032500,2342441971.0412,318923.175793075
486,53,033,032601,53033032601,326.01,Census Tract,G5020,S,61227726,1116537,+47.5815990,-121.8693353,158257.022231,Tract 032601,671043279.657654,158257.022230732
487,53,033,032603,53033032603,326.03,Census Tract,G5020,S,12385870,427271,+47.5505897,-121.8677826,62214.5989858,Tract 032603,137916135.600327,62214.5989858345
488,53,033,032604,53033032604,326.04,Census Tract,G5020,S,12971916,81082,+47.5218155,-121.8815284,63192.0872683,Tract 032604,140499319.398621,63192.0872683039
489,53,033,032605,53033032605,326.05,Census Tract,G5020,S,4530738,131898,+47.5368811,-121.9007672,35019.9126339,Tract 032605,50187209.520462,35019.9126339108
490,53,033,032703,53033032703,327.03,Census Tract,G5020,S,9930977,181212,+47.5143018,-121.8179238,74493.9589797,Tract 032703,108845331.784729,74493.9589796697
491,53,033,032704,53033032704,327.04,Census Tract,G5020,S,16775239,545880,+47.4933201,-121.7720910,106689.286114,Tract 032704,186443514.931213,106689.286114074
492,53,033,032705,53033032705,327.05,Census Tract,G5020,S,52619291,582390,+47.4666205,-121.8050261,130434.685535,Tract 032705,572666497.966629,130434.685534573
493,53,033,032706,53033032706,327.06,Census Tract,G5020,S,458845767,11916761,+47.4631821,-121.4989644,478392.368394,Tract 032706,5067381610.6673,478392.368394539
494,53,033,032800,53033032800,328,Census Tract,G5020,S,1390641456,27389939,+47.6530738,-121.4312774,669280.908299,Tract 032800,15262735285.1955,669280.908298777
495,53,033,990100,53033990100,9901,Census Tract,G5020,S,0,240227879,+47.5114466,-122.4154275,648226.730436,Tract 990100,2585783320.77782,648226.73043549
